observation_date,CUURA207SEHA
1925-06-01,38.000
1925-07-01,
1925-08-01,
1925-09-01,
1925-10-01,
1925-11-01,
1925-12-01,37.800
1926-01-01,
1926-02-01,
1926-03-01,
1926-04-01,
1926-05-01,
1926-06-01,36.900
1926-07-01,
1926-08-01,
1926-09-01,
1926-10-01,
1926-11-01,
1926-12-01,36.400
1927-01-01,
1927-02-01,
1927-03-01,
1927-04-01,
1927-05-01,
1927-06-01,35.900
1927-07-01,
1927-08-01,
1927-09-01,
1927-10-01,
1927-11-01,
1927-12-01,35.100
1928-01-01,
1928-02-01,
1928-03-01,
1928-04-01,
1928-05-01,
1928-06-01,34.600
1928-07-01,
1928-08-01,
1928-09-01,
1928-10-01,
1928-11-01,
1928-12-01,34.000
1929-01-01,
1929-02-01,
1929-03-01,
1929-04-01,
1929-05-01,
1929-06-01,33.400
1929-07-01,
1929-08-01,
1929-09-01,
1929-10-01,
1929-11-01,
1929-12-01,32.800
1930-01-01,
1930-02-01,
1930-03-01,
1930-04-01,
1930-05-01,
1930-06-01,32.400
1930-07-01,
1930-08-01,
1930-09-01,
1930-10-01,
1930-11-01,
1930-12-01,31.700
1931-01-01,
1931-02-01,
1931-03-01,
1931-04-01,
1931-05-01,
1931-06-01,30.400
1931-07-01,
1931-08-01,
1931-09-01,
1931-10-01,
1931-11-01,
1931-12-01,29.000
1932-01-01,
1932-02-01,
1932-03-01,
1932-04-01,
1932-05-01,
1932-06-01,25.700
1932-07-01,
1932-08-01,
1932-09-01,
1932-10-01,
1932-11-01,
1932-12-01,23.100
1933-01-01,
1933-02-01,
1933-03-01,
1933-04-01,
1933-05-01,
1933-06-01,20.100
1933-07-01,
1933-08-01,
1933-09-01,
1933-10-01,
1933-11-01,
1933-12-01,18.900
1934-01-01,
1934-02-01,
1934-03-01,
1934-04-01,
1934-05-01,
1934-06-01,18.500
1934-07-01,
1934-08-01,
1934-09-01,
1934-10-01,
1934-11-01,18.400
1934-12-01,
1935-01-01,
1935-02-01,
1935-03-01,18.400
1935-04-01,
1935-05-01,
1935-06-01,
1935-07-01,18.400
1935-08-01,
1935-09-01,
1935-10-01,18.500
1935-11-01,
1935-12-01,
1936-01-01,18.600
1936-02-01,
1936-03-01,
1936-04-01,18.700
1936-05-01,
1936-06-01,
1936-07-01,19.000
1936-08-01,
1936-09-01,19.100
1936-10-01,
1936-11-01,
1936-12-01,19.300
1937-01-01,
1937-02-01,
1937-03-01,19.300
1937-04-01,
1937-05-01,
1937-06-01,20.400
1937-07-01,
1937-08-01,
1937-09-01,20.400
1937-10-01,
1937-11-01,
1937-12-01,21.100
1938-01-01,
1938-02-01,
1938-03-01,21.200
1938-04-01,
1938-05-01,
1938-06-01,21.800
1938-07-01,
1938-08-01,
1938-09-01,21.900
1938-10-01,
1938-11-01,
1938-12-01,21.900
1939-01-01,
1939-02-01,
1939-03-01,21.900
1939-04-01,
1939-05-01,
1939-06-01,21.900
1939-07-01,
1939-08-01,
1939-09-01,21.900
1939-10-01,
1939-11-01,
1939-12-01,21.900
1940-01-01,
1940-02-01,
1940-03-01,21.900
1940-04-01,
1940-05-01,
1940-06-01,22.000
1940-07-01,
1940-08-01,
1940-09-01,22.000
1940-10-01,22.000
1940-11-01,22.000
1940-12-01,22.000
1941-01-01,22.000
1941-02-01,22.100
1941-03-01,22.100
1941-04-01,22.100
1941-05-01,22.300
1941-06-01,22.300
1941-07-01,22.300
1941-08-01,22.400
1941-09-01,22.500
1941-10-01,22.600
1941-11-01,22.700
1941-12-01,22.700
1942-01-01,22.700
1942-02-01,22.800
1942-03-01,22.800
1942-04-01,22.800
1942-05-01,23.500
1942-06-01,23.300
1942-07-01,23.200
1942-08-01,23.200
1942-09-01,23.200
1942-10-01,23.200
1942-11-01,23.200
1942-12-01,23.200
1943-01-01,23.200
1943-02-01,23.200
1943-03-01,23.200
1943-04-01,23.200
1943-05-01,23.200
1943-06-01,23.200
1943-07-01,23.200
1943-08-01,23.200
1943-09-01,23.200
1943-10-01,23.200
1943-11-01,23.200
1943-12-01,23.200
1944-01-01,23.200
1944-02-01,23.200
1944-03-01,23.200
1944-04-01,23.200
1944-05-01,23.200
1944-06-01,23.200
1944-07-01,
1944-08-01,
1944-09-01,
1944-10-01,
1944-11-01,
1944-12-01,23.200
1945-01-01,
1945-02-01,
1945-03-01,
1945-04-01,
1945-05-01,
1945-06-01,23.300
1945-07-01,
1945-08-01,
1945-09-01,
1945-10-01,
1945-11-01,
1945-12-01,23.300
1946-01-01,
1946-02-01,
1946-03-01,
1946-04-01,
1946-05-01,
1946-06-01,23.300
1946-07-01,
1946-08-01,
1946-09-01,23.600
1946-10-01,
1946-11-01,
1946-12-01,
1947-01-01,
1947-02-01,
1947-03-01,
1947-04-01,
1947-05-01,23.700
1947-06-01,
1947-07-01,
1947-08-01,
1947-09-01,26.000
1947-10-01,
1947-11-01,
1947-12-01,26.300
1948-01-01,
1948-02-01,
1948-03-01,26.600
1948-04-01,
1948-05-01,
1948-06-01,26.900
1948-07-01,
1948-08-01,
1948-09-01,27.300
1948-10-01,
1948-11-01,
1948-12-01,28.200
1949-01-01,
1949-02-01,
1949-03-01,28.400
1949-04-01,
1949-05-01,
1949-06-01,28.500
1949-07-01,
1949-08-01,
1949-09-01,28.700
1949-10-01,28.800
1949-11-01,29.000
1949-12-01,29.000
1950-01-01,29.100
1950-02-01,29.200
1950-03-01,29.200
1950-04-01,29.200
1950-05-01,29.200
1950-06-01,29.200
1950-07-01,29.400
1950-08-01,29.400
1950-09-01,29.500
1950-10-01,
1950-11-01,
1950-12-01,29.600
1951-01-01,
1951-02-01,
1951-03-01,30.000
1951-04-01,
1951-05-01,
1951-06-01,30.300
1951-07-01,
1951-08-01,
1951-09-01,30.600
1951-10-01,
1951-11-01,
1951-12-01,31.100
1952-01-01,
1952-02-01,
1952-03-01,31.200
1952-04-01,
1952-05-01,
1952-06-01,31.500
1952-07-01,
1952-08-01,
1952-09-01,31.600
1952-10-01,
1952-11-01,
1952-12-01,32.900
1953-01-01,
1953-02-01,
1953-03-01,33.100
1953-04-01,
1953-05-01,
1953-06-01,
1953-07-01,
1953-08-01,
1953-09-01,36.400
1953-10-01,
1953-11-01,
1953-12-01,
1954-01-01,
1954-02-01,
1954-03-01,37.300
1954-04-01,
1954-05-01,
1954-06-01,
1954-07-01,
1954-08-01,
1954-09-01,39.000
1954-10-01,
1954-11-01,
1954-12-01,
1955-01-01,
1955-02-01,
1955-03-01,40.100
1955-04-01,
1955-05-01,
1955-06-01,
1955-07-01,
1955-08-01,
1955-09-01,40.700
1955-10-01,
1955-11-01,
1955-12-01,
1956-01-01,
1956-02-01,
1956-03-01,41.300
1956-04-01,
1956-05-01,
1956-06-01,
1956-07-01,
1956-08-01,
1956-09-01,42.300
1956-10-01,
1956-11-01,42.500
1956-12-01,
1957-01-01,42.400
1957-02-01,
1957-03-01,42.600
1957-04-01,
1957-05-01,43.000
1957-06-01,
1957-07-01,43.100
1957-08-01,
1957-09-01,43.300
1957-10-01,
1957-11-01,43.500
1957-12-01,
1958-01-01,43.600
1958-02-01,
1958-03-01,43.600
1958-04-01,
1958-05-01,44.000
1958-06-01,
1958-07-01,44.100
1958-08-01,
1958-09-01,44.100
1958-10-01,
1958-11-01,44.300
1958-12-01,
1959-01-01,44.300
1959-02-01,
1959-03-01,44.300
1959-04-01,
1959-05-01,44.300
1959-06-01,
1959-07-01,44.500
1959-08-01,
1959-09-01,44.600
1959-10-01,
1959-11-01,44.700
1959-12-01,
1960-01-01,44.600
1960-02-01,
1960-03-01,44.900
1960-04-01,
1960-05-01,44.700
1960-06-01,
1960-07-01,44.900
1960-08-01,
1960-09-01,45.000
1960-10-01,
1960-11-01,45.100
1960-12-01,
1961-01-01,45.300
1961-02-01,
1961-03-01,45.200
1961-04-01,
1961-05-01,45.300
1961-06-01,
1961-07-01,45.300
1961-08-01,
1961-09-01,45.500
1961-10-01,
1961-11-01,45.500
1961-12-01,
1962-01-01,45.600
1962-02-01,
1962-03-01,45.600
1962-04-01,
1962-05-01,45.800
1962-06-01,
1962-07-01,45.800
1962-08-01,
1962-09-01,45.800
1962-10-01,
1962-11-01,45.800
1962-12-01,
1963-01-01,45.800
1963-02-01,
1963-03-01,45.800
1963-04-01,
1963-05-01,45.900
1963-06-01,
1963-07-01,45.900
1963-08-01,
1963-09-01,46.100
1963-10-01,
1963-11-01,46.100
1963-12-01,
1964-01-01,46.100
1964-02-01,
1964-03-01,46.100
1964-04-01,
1964-05-01,46.300
1964-06-01,
1964-07-01,46.200
1964-08-01,
1964-09-01,46.300
1964-10-01,
1964-11-01,46.400
1964-12-01,
1965-01-01,46.400
1965-02-01,
1965-03-01,46.200
1965-04-01,
1965-05-01,46.300
1965-06-01,
1965-07-01,46.400
1965-08-01,
1965-09-01,46.500
1965-10-01,
1965-11-01,46.500
1965-12-01,
1966-01-01,46.700
1966-02-01,
1966-03-01,46.600
1966-04-01,
1966-05-01,46.700
1966-06-01,
1966-07-01,46.700
1966-08-01,
1966-09-01,46.800
1966-10-01,
1966-11-01,47.000
1966-12-01,
1967-01-01,47.100
1967-02-01,
1967-03-01,47.300
1967-04-01,
1967-05-01,47.500
1967-06-01,
1967-07-01,47.600
1967-08-01,
1967-09-01,47.800
1967-10-01,
1967-11-01,47.800
1967-12-01,
1968-01-01,47.900
1968-02-01,
1968-03-01,48.000
1968-04-01,
1968-05-01,48.200
1968-06-01,
1968-07-01,48.500
1968-08-01,
1968-09-01,48.600
1968-10-01,
1968-11-01,48.900
1968-12-01,
1969-01-01,48.900
1969-02-01,
1969-03-01,49.200
1969-04-01,
1969-05-01,49.400
1969-06-01,
1969-07-01,49.700
1969-08-01,
1969-09-01,49.900
1969-10-01,
1969-11-01,50.300
1969-12-01,
1970-01-01,50.400
1970-02-01,
1970-03-01,50.700
1970-04-01,
1970-05-01,50.900
1970-06-01,
1970-07-01,51.300
1970-08-01,
1970-09-01,51.600
1970-10-01,
1970-11-01,51.700
1970-12-01,
1971-01-01,51.900
1971-02-01,
1971-03-01,52.100
1971-04-01,
1971-05-01,52.400
1971-06-01,
1971-07-01,52.500
1971-08-01,
1971-09-01,52.900
1971-10-01,
1971-11-01,53.000
1971-12-01,
1972-01-01,53.200
1972-02-01,
1972-03-01,53.300
1972-04-01,
1972-05-01,53.500
1972-06-01,
1972-07-01,53.900
1972-08-01,
1972-09-01,54.300
1972-10-01,
1972-11-01,54.400
1972-12-01,
1973-01-01,55.200
1973-02-01,
1973-03-01,57.100
1973-04-01,
1973-05-01,57.700
1973-06-01,
1973-07-01,58.200
1973-08-01,
1973-09-01,58.600
1973-10-01,
1973-11-01,59.000
1973-12-01,
1974-01-01,59.400
1974-02-01,
1974-03-01,59.800
1974-04-01,
1974-05-01,60.100
1974-06-01,
1974-07-01,60.800
1974-08-01,
1974-09-01,61.300
1974-10-01,
1974-11-01,61.900
1974-12-01,
1975-01-01,62.100
1975-02-01,
1975-03-01,62.400
1975-04-01,
1975-05-01,62.900
1975-06-01,
1975-07-01,63.300
1975-08-01,
1975-09-01,63.600
1975-10-01,
1975-11-01,63.900
1975-12-01,
1976-01-01,64.400
1976-02-01,
1976-03-01,64.800
1976-04-01,
1976-05-01,65.300
1976-06-01,
1976-07-01,65.700
1976-08-01,
1976-09-01,65.900
1976-10-01,
1976-11-01,66.000
1976-12-01,
1977-01-01,66.500
1977-02-01,
1977-03-01,66.800
1977-04-01,
1977-05-01,67.100
1977-06-01,
1977-07-01,67.800
1977-08-01,
1977-09-01,68.700
1977-10-01,
1977-11-01,69.400
1977-12-01,
1978-01-01,69.600
1978-02-01,69.800
1978-03-01,69.700
1978-04-01,69.800
1978-05-01,70.800
1978-06-01,71.800
1978-07-01,72.000
1978-08-01,72.100
1978-09-01,72.400
1978-10-01,73.200
1978-11-01,73.700
1978-12-01,74.300
1979-01-01,74.400
1979-02-01,74.200
1979-03-01,74.700
1979-04-01,74.600
1979-05-01,75.000
1979-06-01,76.100
1979-07-01,76.700
1979-08-01,77.000
1979-09-01,78.000
1979-10-01,78.500
1979-11-01,78.600
1979-12-01,78.500
1980-01-01,79.000
1980-02-01,79.100
1980-03-01,79.400
1980-04-01,80.200
1980-05-01,81.800
1980-06-01,81.900
1980-07-01,82.500
1980-08-01,82.800
1980-09-01,83.500
1980-10-01,83.200
1980-11-01,84.500
1980-12-01,84.500
1981-01-01,85.200
1981-02-01,85.300
1981-03-01,85.600
1981-04-01,86.300
1981-05-01,87.600
1981-06-01,87.400
1981-07-01,88.300
1981-08-01,89.200
1981-09-01,89.700
1981-10-01,90.100
1981-11-01,90.400
1981-12-01,90.400
1982-01-01,93.600
1982-02-01,92.900
1982-03-01,93.100
1982-04-01,92.700
1982-05-01,93.700
1982-06-01,93.200
1982-07-01,94.000
1982-08-01,95.500
1982-09-01,96.400
1982-10-01,97.200
1982-11-01,96.900
1982-12-01,97.600
1983-01-01,97.300
1983-02-01,97.800
1983-03-01,98.500
1983-04-01,98.600
1983-05-01,99.100
1983-06-01,99.200
1983-07-01,100.300
1983-08-01,100.400
1983-09-01,101.300
1983-10-01,101.900
1983-11-01,101.900
1983-12-01,102.900
1984-01-01,102.800
1984-02-01,102.800
1984-03-01,103.100
1984-04-01,103.700
1984-05-01,103.900
1984-06-01,104.700
1984-07-01,105.000
1984-08-01,106.300
1984-09-01,107.600
1984-10-01,107.500
1984-11-01,107.700
1984-12-01,109.000
1985-01-01,110.200
1985-02-01,109.800
1985-03-01,109.600
1985-04-01,110.400
1985-05-01,111.400
1985-06-01,111.700
1985-07-01,112.000
1985-08-01,113.700
1985-09-01,113.400
1985-10-01,113.500
1985-11-01,113.500
1985-12-01,114.700
1986-01-01,115.000
1986-02-01,115.100
1986-03-01,115.300
1986-04-01,116.800
1986-05-01,117.200
1986-06-01,117.200
1986-07-01,118.200
1986-08-01,118.400
1986-09-01,119.000
1986-10-01,119.600
1986-11-01,120.700
1986-12-01,120.400
1987-01-01,121.000
1987-02-01,121.800
1987-03-01,121.600
1987-04-01,121.200
1987-05-01,122.400
1987-06-01,122.800
1987-07-01,123.700
1987-08-01,124.300
1987-09-01,125.100
1987-10-01,125.500
1987-11-01,125.900
1987-12-01,128.500
1988-01-01,128.700
1988-02-01,129.300
1988-03-01,128.000
1988-04-01,128.400
1988-05-01,128.200
1988-06-01,129.300
1988-07-01,130.700
1988-08-01,131.000
1988-09-01,132.200
1988-10-01,133.000
1988-11-01,132.500
1988-12-01,132.300
1989-01-01,133.400
1989-02-01,133.700
1989-03-01,134.600
1989-04-01,135.100
1989-05-01,135.000
1989-06-01,137.300
1989-07-01,138.400
1989-08-01,137.900
1989-09-01,138.800
1989-10-01,139.300
1989-11-01,139.300
1989-12-01,139.700
1990-01-01,139.800
1990-02-01,141.400
1990-03-01,141.600
1990-04-01,142.800
1990-05-01,142.700
1990-06-01,142.500
1990-07-01,144.200
1990-08-01,145.400
1990-09-01,145.400
1990-10-01,146.500
1990-11-01,146.200
1990-12-01,148.100
1991-01-01,148.300
1991-02-01,148.300
1991-03-01,148.400
1991-04-01,148.900
1991-05-01,150.700
1991-06-01,150.900
1991-07-01,151.700
1991-08-01,151.100
1991-09-01,152.000
1991-10-01,151.600
1991-11-01,151.400
1991-12-01,152.700
1992-01-01,153.100
1992-02-01,153.600
1992-03-01,154.100
1992-04-01,154.100
1992-05-01,154.400
1992-06-01,154.500
1992-07-01,155.400
1992-08-01,156.100
1992-09-01,156.700
1992-10-01,156.500
1992-11-01,156.900
1992-12-01,156.400
1993-01-01,157.600
1993-02-01,157.800
1993-03-01,156.400
1993-04-01,157.300
1993-05-01,158.000
1993-06-01,156.900
1993-07-01,157.300
1993-08-01,159.200
1993-09-01,160.200
1993-10-01,161.500
1993-11-01,161.900
1993-12-01,161.700
1994-01-01,161.200
1994-02-01,162.000
1994-03-01,163.000
1994-04-01,163.400
1994-05-01,163.600
1994-06-01,164.400
1994-07-01,163.800
1994-08-01,163.800
1994-09-01,164.200
1994-10-01,164.200
1994-11-01,166.400
1994-12-01,167.200
1995-01-01,167.900
1995-02-01,168.600
1995-03-01,169.400
1995-04-01,169.900
1995-05-01,170.100
1995-06-01,170.200
1995-07-01,170.800
1995-08-01,171.300
1995-09-01,171.700
1995-10-01,172.300
1995-11-01,172.600
1995-12-01,173.000
1996-01-01,173.200
1996-02-01,173.600
1996-03-01,174.000
1996-04-01,174.400
1996-05-01,174.700
1996-06-01,175.500
1996-07-01,175.800
1996-08-01,176.400
1996-09-01,176.900
1996-10-01,177.900
1996-11-01,178.700
1996-12-01,178.800
1997-01-01,179.400
1997-02-01,180.100
1997-03-01,180.300
1997-04-01,180.700
1997-05-01,181.400
1997-06-01,182.500
1997-07-01,183.500
1997-08-01,184.200
1997-09-01,184.900
1997-10-01,185.600
1997-11-01,186.200
1997-12-01,186.200
1998-01-01,187.100
1998-02-01,187.400
1998-03-01,188.100
1998-04-01,188.300
1998-05-01,188.900
1998-06-01,190.100
1998-07-01,190.200
1998-08-01,190.900
1998-09-01,191.700
1998-10-01,192.600
1998-11-01,192.900
1998-12-01,193.100
1999-01-01,194.600
1999-02-01,195.200
1999-03-01,196.100
1999-04-01,196.700
1999-05-01,196.700
1999-06-01,197.500
1999-07-01,197.500
1999-08-01,197.700
1999-09-01,198.500
1999-10-01,199.100
1999-11-01,199.400
1999-12-01,200.400
2000-01-01,201.300
2000-02-01,201.700
2000-03-01,202.300
2000-04-01,202.000
2000-05-01,203.000
2000-06-01,203.400
2000-07-01,204.800
2000-08-01,206.100
2000-09-01,206.600
2000-10-01,207.900
2000-11-01,207.800
2000-12-01,208.600
2001-01-01,209.300
2001-02-01,210.000
2001-03-01,212.000
2001-04-01,212.300
2001-05-01,213.900
2001-06-01,215.000
2001-07-01,216.700
2001-08-01,217.000
2001-09-01,218.200
2001-10-01,218.800
2001-11-01,219.600
2001-12-01,220.100
2002-01-01,220.600
2002-02-01,221.200
2002-03-01,221.100
2002-04-01,221.400
2002-05-01,222.200
2002-06-01,222.500
2002-07-01,221.900
2002-08-01,221.600
2002-09-01,222.400
2002-10-01,224.400
2002-11-01,225.200
2002-12-01,225.400
2003-01-01,226.100
2003-02-01,226.900
2003-03-01,227.600
2003-04-01,229.400
2003-05-01,229.100
2003-06-01,230.200
2003-07-01,231.300
2003-08-01,232.000
2003-09-01,232.300
2003-10-01,231.900
2003-11-01,232.500
2003-12-01,233.200
2004-01-01,232.800
2004-02-01,233.100
2004-03-01,232.800
2004-04-01,232.800
2004-05-01,233.200
2004-06-01,234.800
2004-07-01,234.900
2004-08-01,235.200
2004-09-01,237.100
2004-10-01,237.800
2004-11-01,237.700
2004-12-01,238.600
2005-01-01,239.900
2005-02-01,240.600
2005-03-01,240.400
2005-04-01,240.800
2005-05-01,242.000
2005-06-01,242.000
2005-07-01,241.700
2005-08-01,241.800
2005-09-01,242.100
2005-10-01,242.400
2005-11-01,245.100
2005-12-01,245.200
2006-01-01,245.200
2006-02-01,243.900
2006-03-01,244.200
2006-04-01,245.000
2006-05-01,245.100
2006-06-01,246.200
2006-07-01,246.800
2006-08-01,247.500
2006-09-01,248.000
2006-10-01,249.300
2006-11-01,249.700
2006-12-01,252.500
2007-01-01,253.144
2007-02-01,254.400
2007-03-01,255.087
2007-04-01,255.810
2007-05-01,255.889
2007-06-01,254.560
2007-07-01,255.597
2007-08-01,257.197
2007-09-01,257.946
2007-10-01,260.058
2007-11-01,260.901
2007-12-01,262.271
2008-01-01,262.761
2008-02-01,262.352
2008-03-01,263.166
2008-04-01,262.476
2008-05-01,263.035
2008-06-01,263.922
2008-07-01,263.668
2008-08-01,264.592
2008-09-01,266.148
2008-10-01,266.778
2008-11-01,266.756
2008-12-01,267.250
2009-01-01,268.067
2009-02-01,268.116
2009-03-01,267.297
2009-04-01,267.595
2009-05-01,267.381
2009-06-01,268.380
2009-07-01,268.285
2009-08-01,269.858
2009-09-01,270.214
2009-10-01,270.564
2009-11-01,270.084
2009-12-01,269.831
2010-01-01,272.882
2010-02-01,273.111
2010-03-01,273.308
2010-04-01,272.943
2010-05-01,272.715
2010-06-01,272.203
2010-07-01,271.439
2010-08-01,271.424
2010-09-01,271.824
2010-10-01,272.291
2010-11-01,273.779
2010-12-01,274.624
2011-01-01,275.003
2011-02-01,275.195
2011-03-01,274.706
2011-04-01,275.184
2011-05-01,275.268
2011-06-01,275.207
2011-07-01,275.836
2011-08-01,276.397
2011-09-01,277.221
2011-10-01,277.672
2011-11-01,278.899
2011-12-01,279.815
2012-01-01,280.284
2012-02-01,280.126
2012-03-01,280.497
2012-04-01,280.203
2012-05-01,280.692
2012-06-01,280.625
2012-07-01,280.823
2012-08-01,281.457
2012-09-01,281.850
2012-10-01,283.142
2012-11-01,283.948
2012-12-01,284.564
2013-01-01,284.915
2013-02-01,285.510
2013-03-01,285.949
2013-04-01,286.696
2013-05-01,287.189
2013-06-01,287.623
2013-07-01,288.758
2013-08-01,289.443
2013-09-01,290.396
2013-10-01,290.843
2013-11-01,291.654
2013-12-01,292.702
2014-01-01,292.988
2014-02-01,292.801
2014-03-01,292.974
2014-04-01,292.959
2014-05-01,293.483
2014-06-01,294.042
2014-07-01,294.758
2014-08-01,296.159
2014-09-01,298.885
2014-10-01,300.655
2014-11-01,301.479
2014-12-01,301.381
2015-01-01,301.829
2015-02-01,302.719
2015-03-01,303.496
2015-04-01,303.791
2015-05-01,303.922
2015-06-01,305.505
2015-07-01,306.063
2015-08-01,306.620
2015-09-01,307.585
2015-10-01,308.449
2015-11-01,309.200
2015-12-01,309.939
2016-01-01,310.212
2016-02-01,310.874
2016-03-01,310.717
2016-04-01,311.114
2016-05-01,311.695
2016-06-01,312.688
2016-07-01,313.464
2016-08-01,314.221
2016-09-01,314.519
2016-10-01,315.028
2016-11-01,317.112
2016-12-01,317.296
2017-01-01,317.668
2017-02-01,318.021
2017-03-01,318.071
2017-04-01,319.569
2017-05-01,320.162
2017-06-01,320.744
2017-07-01,321.965
2017-08-01,322.751
2017-09-01,324.447
2017-10-01,325.122
2017-11-01,326.010
2017-12-01,327.048
2018-01-01,327.885
2018-02-01,328.097
2018-03-01,328.539
2018-04-01,329.294
2018-05-01,329.299
2018-06-01,329.996
2018-07-01,330.920
2018-08-01,331.771
2018-09-01,332.746
2018-10-01,333.905
2018-11-01,335.604
2018-12-01,336.495
2019-01-01,337.168
2019-02-01,337.025
2019-03-01,338.592
2019-04-01,339.272
2019-05-01,341.088
2019-06-01,341.818
2019-07-01,341.101
2019-08-01,341.859
2019-09-01,342.622
2019-10-01,342.926
2019-11-01,343.813
2019-12-01,345.458
2020-01-01,346.449
2020-02-01,347.141
2020-03-01,347.474
2020-04-01,347.314
2020-05-01,348.344
2020-06-01,349.214
2020-07-01,350.090
2020-08-01,350.673
2020-09-01,351.302
2020-10-01,352.532
2020-11-01,353.426
2020-12-01,354.001
2021-01-01,354.330
2021-02-01,355.015
2021-03-01,354.530
2021-04-01,355.331
2021-05-01,355.663
2021-06-01,357.057
2021-07-01,358.024
2021-08-01,359.380
2021-09-01,362.153
2021-10-01,361.733
2021-11-01,363.766
2021-12-01,364.376
2022-01-01,365.851
2022-02-01,367.296
2022-03-01,367.338
2022-04-01,368.362
2022-05-01,370.324
2022-06-01,372.385
2022-07-01,373.912
2022-08-01,377.091
2022-09-01,379.085
2022-10-01,383.055
2022-11-01,384.450
2022-12-01,388.585
2023-01-01,390.122
2023-02-01,393.765
2023-03-01,396.566
2023-04-01,396.952
2023-05-01,399.320
2023-06-01,400.467
2023-07-01,401.188
2023-08-01,404.537
2023-09-01,406.359
2023-10-01,409.372
2023-11-01,411.605
2023-12-01,413.664
2024-01-01,415.630
2024-02-01,415.413
2024-03-01,417.099
2024-04-01,417.355
2024-05-01,419.488
2024-06-01,423.373
2024-07-01,424.903
2024-08-01,426.129
2024-09-01,428.149
2024-10-01,430.573
2024-11-01,433.196
2024-12-01,434.614
2025-01-01,436.540
