observation_date,CUURA318SEHA
1945-05-01,
1945-06-01,
1945-07-01,
1945-08-01,
1945-09-01,26.900
1945-10-01,
1945-11-01,
1945-12-01,
1946-01-01,
1946-02-01,
1946-03-01,27.000
1946-04-01,
1946-05-01,
1946-06-01,
1946-07-01,
1946-08-01,27.600
1946-09-01,
1946-10-01,
1946-11-01,
1946-12-01,
1947-01-01,
1947-02-01,
1947-03-01,
1947-04-01,27.700
1947-05-01,
1947-06-01,
1947-07-01,
1947-08-01,
1947-09-01,
1947-10-01,
1947-11-01,29.500
1947-12-01,
1948-01-01,
1948-02-01,30.100
1948-03-01,
1948-04-01,
1948-05-01,30.800
1948-06-01,
1948-07-01,
1948-08-01,31.600
1948-09-01,
1948-10-01,
1948-11-01,32.000
1948-12-01,
1949-01-01,
1949-02-01,32.500
1949-03-01,
1949-04-01,
1949-05-01,33.100
1949-06-01,
1949-07-01,
1949-08-01,33.600
1949-09-01,34.500
1949-10-01,35.500
1949-11-01,37.300
1949-12-01,37.700
1950-01-01,38.600
1950-02-01,38.800
1950-03-01,38.800
1950-04-01,38.900
1950-05-01,39.300
1950-06-01,39.600
1950-07-01,40.000
1950-08-01,40.000
1950-09-01,
1950-10-01,
1950-11-01,40.100
1950-12-01,
1951-01-01,
1951-02-01,40.600
1951-03-01,
1951-04-01,
1951-05-01,40.800
1951-06-01,
1951-07-01,
1951-08-01,40.800
1951-09-01,
1951-10-01,
1951-11-01,41.100
1951-12-01,
1952-01-01,
1952-02-01,41.400
1952-03-01,
1952-04-01,
1952-05-01,41.700
1952-06-01,
1952-07-01,
1952-08-01,41.900
1952-09-01,
1952-10-01,
1952-11-01,42.300
1952-12-01,
1953-01-01,
1953-02-01,42.700
1953-03-01,
1953-04-01,
1953-05-01,
1953-06-01,
1953-07-01,
1953-08-01,42.900
1953-09-01,
1953-10-01,
1953-11-01,
1953-12-01,
1954-01-01,
1954-02-01,43.100
1954-03-01,
1954-04-01,
1954-05-01,
1954-06-01,
1954-07-01,
1954-08-01,43.300
1954-09-01,
1954-10-01,
1954-11-01,
1954-12-01,
1955-01-01,
1955-02-01,43.300
1955-03-01,
1955-04-01,
1955-05-01,
1955-06-01,
1955-07-01,
1955-08-01,42.900
1955-09-01,
1955-10-01,
1955-11-01,
1955-12-01,
1956-01-01,
1956-02-01,43.000
1956-03-01,
1956-04-01,
1956-05-01,
1956-06-01,
1956-07-01,
1956-08-01,43.300
1956-09-01,
1956-10-01,
1956-11-01,43.100
1956-12-01,
1957-01-01,
1957-02-01,43.300
1957-03-01,
1957-04-01,
1957-05-01,43.100
1957-06-01,
1957-07-01,
1957-08-01,43.100
1957-09-01,
1957-10-01,
1957-11-01,43.300
1957-12-01,
1958-01-01,
1958-02-01,43.300
1958-03-01,
1958-04-01,
1958-05-01,43.300
1958-06-01,
1958-07-01,
1958-08-01,43.400
1958-09-01,
1958-10-01,
1958-11-01,43.400
1958-12-01,
1959-01-01,
1959-02-01,43.500
1959-03-01,
1959-04-01,
1959-05-01,43.400
1959-06-01,
1959-07-01,
1959-08-01,43.000
1959-09-01,
1959-10-01,
1959-11-01,43.100
1959-12-01,
1960-01-01,
1960-02-01,43.300
1960-03-01,
1960-04-01,
1960-05-01,43.200
1960-06-01,
1960-07-01,
1960-08-01,43.100
1960-09-01,
1960-10-01,
1960-11-01,43.100
1960-12-01,
1961-01-01,
1961-02-01,43.000
1961-03-01,
1961-04-01,
1961-05-01,43.000
1961-06-01,
1961-07-01,
1961-08-01,42.900
1961-09-01,
1961-10-01,
1961-11-01,43.000
1961-12-01,
1962-01-01,
1962-02-01,43.000
1962-03-01,
1962-04-01,
1962-05-01,42.900
1962-06-01,
1962-07-01,
1962-08-01,43.000
1962-09-01,
1962-10-01,
1962-11-01,43.000
1962-12-01,
1963-01-01,
1963-02-01,43.000
1963-03-01,
1963-04-01,
1963-05-01,43.200
1963-06-01,
1963-07-01,
1963-08-01,43.200
1963-09-01,
1963-10-01,
1963-11-01,43.400
1963-12-01,
1964-01-01,
1964-02-01,43.200
1964-03-01,
1964-04-01,
1964-05-01,43.400
1964-06-01,
1964-07-01,
1964-08-01,43.400
1964-09-01,
1964-10-01,
1964-11-01,43.300
1964-12-01,
1965-01-01,
1965-02-01,43.000
1965-03-01,
1965-04-01,43.000
1965-05-01,
1965-06-01,
1965-07-01,43.100
1965-08-01,
1965-09-01,
1965-10-01,43.300
1965-11-01,
1965-12-01,
1966-01-01,43.400
1966-02-01,
1966-03-01,
1966-04-01,43.500
1966-05-01,
1966-06-01,
1966-07-01,43.700
1966-08-01,
1966-09-01,
1966-10-01,43.800
1966-11-01,
1966-12-01,
1967-01-01,43.800
1967-02-01,
1967-03-01,
1967-04-01,44.000
1967-05-01,
1967-06-01,
1967-07-01,44.200
1967-08-01,
1967-09-01,
1967-10-01,44.400
1967-11-01,
1967-12-01,
1968-01-01,44.600
1968-02-01,
1968-03-01,
1968-04-01,44.900
1968-05-01,
1968-06-01,
1968-07-01,45.300
1968-08-01,
1968-09-01,
1968-10-01,45.400
1968-11-01,
1968-12-01,
1969-01-01,45.500
1969-02-01,
1969-03-01,
1969-04-01,45.800
1969-05-01,
1969-06-01,
1969-07-01,46.000
1969-08-01,
1969-09-01,
1969-10-01,46.300
1969-11-01,
1969-12-01,
1970-01-01,46.700
1970-02-01,
1970-03-01,
1970-04-01,46.900
1970-05-01,
1970-06-01,
1970-07-01,47.300
1970-08-01,
1970-09-01,
1970-10-01,47.500
1970-11-01,
1970-12-01,
1971-01-01,48.100
1971-02-01,
1971-03-01,
1971-04-01,48.400
1971-05-01,
1971-06-01,
1971-07-01,48.500
1971-08-01,
1971-09-01,
1971-10-01,48.700
1971-11-01,
1971-12-01,
1972-01-01,48.700
1972-02-01,
1972-03-01,
1972-04-01,48.800
1972-05-01,
1972-06-01,
1972-07-01,49.000
1972-08-01,
1972-09-01,
1972-10-01,49.100
1972-11-01,
1972-12-01,
1973-01-01,49.200
1973-02-01,
1973-03-01,
1973-04-01,49.400
1973-05-01,
1973-06-01,
1973-07-01,49.700
1973-08-01,
1973-09-01,
1973-10-01,49.700
1973-11-01,
1973-12-01,
1974-01-01,50.000
1974-02-01,
1974-03-01,
1974-04-01,50.500
1974-05-01,
1974-06-01,
1974-07-01,51.200
1974-08-01,
1974-09-01,
1974-10-01,52.200
1974-11-01,
1974-12-01,
1975-01-01,53.400
1975-02-01,
1975-03-01,
1975-04-01,54.300
1975-05-01,
1975-06-01,
1975-07-01,55.500
1975-08-01,
1975-09-01,
1975-10-01,56.600
1975-11-01,
1975-12-01,
1976-01-01,58.100
1976-02-01,
1976-03-01,
1976-04-01,59.900
1976-05-01,
1976-06-01,
1976-07-01,62.400
1976-08-01,
1976-09-01,
1976-10-01,64.400
1976-11-01,
1976-12-01,
1977-01-01,66.100
1977-02-01,
1977-03-01,
1977-04-01,67.700
1977-05-01,
1977-06-01,
1977-07-01,69.400
1977-08-01,
1977-09-01,
1977-10-01,70.400
1977-11-01,
1977-12-01,
1978-01-01,71.000
1978-02-01,
1978-03-01,
1978-04-01,71.700
1978-05-01,
1978-06-01,72.000
1978-07-01,
1978-08-01,71.400
1978-09-01,
1978-10-01,71.700
1978-11-01,
1978-12-01,74.700
1979-01-01,
1979-02-01,74.400
1979-03-01,
1979-04-01,75.200
1979-05-01,
1979-06-01,75.900
1979-07-01,
1979-08-01,75.800
1979-09-01,
1979-10-01,77.600
1979-11-01,
1979-12-01,77.800
1980-01-01,
1980-02-01,77.500
1980-03-01,
1980-04-01,79.800
1980-05-01,
1980-06-01,80.000
1980-07-01,
1980-08-01,79.500
1980-09-01,
1980-10-01,83.700
1980-11-01,
1980-12-01,85.900
1981-01-01,
1981-02-01,82.600
1981-03-01,
1981-04-01,84.600
1981-05-01,
1981-06-01,86.800
1981-07-01,
1981-08-01,89.600
1981-09-01,
1981-10-01,91.800
1981-11-01,
1981-12-01,92.900
1982-01-01,
1982-02-01,93.800
1982-03-01,
1982-04-01,96.700
1982-05-01,
1982-06-01,99.500
1982-07-01,
1982-08-01,100.500
1982-09-01,
1982-10-01,100.800
1982-11-01,
1982-12-01,103.800
1983-01-01,
1983-02-01,104.900
1983-03-01,
1983-04-01,99.500
1983-05-01,
1983-06-01,100.000
1983-07-01,
1983-08-01,103.400
1983-09-01,
1983-10-01,101.100
1983-11-01,
1983-12-01,100.600
1984-01-01,
1984-02-01,100.000
1984-03-01,
1984-04-01,99.200
1984-05-01,
1984-06-01,100.100
1984-07-01,
1984-08-01,99.000
1984-09-01,
1984-10-01,99.300
1984-11-01,
1984-12-01,99.300
1985-01-01,
1985-02-01,97.800
1985-03-01,
1985-04-01,96.400
1985-05-01,
1985-06-01,96.600
1985-07-01,
1985-08-01,98.200
1985-09-01,
1985-10-01,97.800
1985-11-01,
1985-12-01,96.600
1986-01-01,
1986-02-01,98.300
1986-03-01,
1986-04-01,96.500
1986-05-01,
1986-06-01,97.500
1986-07-01,
1986-08-01,97.900
1986-09-01,
1986-10-01,95.900
1986-11-01,
1986-12-01,95.000
1987-01-01,93.600
1987-02-01,94.200
1987-03-01,95.900
1987-04-01,95.400
1987-05-01,95.600
1987-06-01,93.700
1987-07-01,93.900
1987-08-01,93.200
1987-09-01,93.200
1987-10-01,92.600
1987-11-01,92.500
1987-12-01,92.800
1988-01-01,92.700
1988-02-01,93.200
1988-03-01,92.200
1988-04-01,92.900
1988-05-01,93.200
1988-06-01,91.800
1988-07-01,92.000
1988-08-01,91.400
1988-09-01,91.900
1988-10-01,90.200
1988-11-01,91.600
1988-12-01,93.000
1989-01-01,93.900
1989-02-01,94.700
1989-03-01,94.100
1989-04-01,94.500
1989-05-01,94.500
1989-06-01,95.100
1989-07-01,95.100
1989-08-01,95.400
1989-09-01,96.300
1989-10-01,95.900
1989-11-01,96.400
1989-12-01,97.400
1990-01-01,97.900
1990-02-01,98.400
1990-03-01,99.400
1990-04-01,100.600
1990-05-01,100.700
1990-06-01,101.400
1990-07-01,103.100
1990-08-01,104.100
1990-09-01,105.900
1990-10-01,105.300
1990-11-01,106.400
1990-12-01,107.500
1991-01-01,106.400
1991-02-01,107.500
1991-03-01,110.000
1991-04-01,111.100
1991-05-01,111.500
1991-06-01,112.300
1991-07-01,113.600
1991-08-01,111.500
1991-09-01,112.400
1991-10-01,112.600
1991-11-01,114.900
1991-12-01,118.000
1992-01-01,118.100
1992-02-01,117.100
1992-03-01,118.300
1992-04-01,118.000
1992-05-01,117.800
1992-06-01,117.900
1992-07-01,118.600
1992-08-01,119.100
1992-09-01,120.200
1992-10-01,120.200
1992-11-01,118.800
1992-12-01,119.400
1993-01-01,120.000
1993-02-01,120.800
1993-03-01,121.000
1993-04-01,121.900
1993-05-01,122.600
1993-06-01,122.800
1993-07-01,122.500
1993-08-01,122.800
1993-09-01,121.600
1993-10-01,123.600
1993-11-01,124.400
1993-12-01,124.700
1994-01-01,124.000
1994-02-01,124.700
1994-03-01,124.500
1994-04-01,125.500
1994-05-01,125.100
1994-06-01,125.500
1994-07-01,125.800
1994-08-01,126.900
1994-09-01,126.700
1994-10-01,127.500
1994-11-01,128.400
1994-12-01,127.800
1995-01-01,128.100
1995-02-01,128.200
1995-03-01,128.400
1995-04-01,128.600
1995-05-01,128.900
1995-06-01,128.700
1995-07-01,128.900
1995-08-01,129.500
1995-09-01,130.300
1995-10-01,130.900
1995-11-01,130.700
1995-12-01,130.900
1996-01-01,131.100
1996-02-01,131.100
1996-03-01,131.000
1996-04-01,131.100
1996-05-01,131.500
1996-06-01,131.700
1996-07-01,131.900
1996-08-01,132.300
1996-09-01,133.300
1996-10-01,133.000
1996-11-01,133.400
1996-12-01,134.000
1997-01-01,134.100
1997-02-01,133.700
1997-03-01,133.500
1997-04-01,133.900
1997-05-01,134.400
1997-06-01,135.000
1997-07-01,135.300
1997-08-01,136.200
1997-09-01,136.400
1997-10-01,137.200
1997-11-01,136.900
1997-12-01,136.800
1998-01-01,137.100
1998-02-01,137.600
1998-03-01,138.100
1998-04-01,138.600
1998-05-01,139.500
1998-06-01,140.200
1998-07-01,140.600
1998-08-01,141.100
1998-09-01,141.900
1998-10-01,142.300
1998-11-01,142.600
1998-12-01,142.900
1999-01-01,143.900
1999-02-01,144.100
1999-03-01,145.000
1999-04-01,145.700
1999-05-01,145.700
1999-06-01,146.000
1999-07-01,146.200
1999-08-01,146.200
1999-09-01,146.400
1999-10-01,146.600
1999-11-01,147.100
1999-12-01,147.900
2000-01-01,148.100
2000-02-01,148.300
2000-03-01,148.600
2000-04-01,149.200
2000-05-01,149.600
2000-06-01,149.700
2000-07-01,150.500
2000-08-01,151.000
2000-09-01,151.300
2000-10-01,151.400
2000-11-01,151.600
2000-12-01,152.100
2001-01-01,152.600
2001-02-01,152.700
2001-03-01,152.700
2001-04-01,153.700
2001-05-01,154.800
2001-06-01,154.900
2001-07-01,156.000
2001-08-01,157.000
2001-09-01,158.100
2001-10-01,158.900
2001-11-01,159.300
2001-12-01,159.600
2002-01-01,159.300
2002-02-01,159.600
2002-03-01,159.700
2002-04-01,160.600
2002-05-01,160.900
2002-06-01,162.400
2002-07-01,163.400
2002-08-01,164.000
2002-09-01,164.800
2002-10-01,165.500
2002-11-01,165.900
2002-12-01,165.700
2003-01-01,166.400
2003-02-01,165.800
2003-03-01,166.100
2003-04-01,166.500
2003-05-01,167.200
2003-06-01,167.800
2003-07-01,168.200
2003-08-01,168.700
2003-09-01,168.900
2003-10-01,169.400
2003-11-01,168.900
2003-12-01,169.100
2004-01-01,169.200
2004-02-01,169.200
2004-03-01,169.500
2004-04-01,169.300
2004-05-01,169.700
2004-06-01,168.700
2004-07-01,169.000
2004-08-01,169.600
2004-09-01,169.600
2004-10-01,169.200
2004-11-01,169.900
2004-12-01,170.200
2005-01-01,170.500
2005-02-01,171.200
2005-03-01,171.100
2005-04-01,170.700
2005-05-01,170.600
2005-06-01,170.900
2005-07-01,170.800
2005-08-01,170.700
2005-09-01,171.000
2005-10-01,171.700
2005-11-01,172.100
2005-12-01,171.500
2006-01-01,171.300
2006-02-01,172.000
2006-03-01,172.200
2006-04-01,172.300
2006-05-01,173.200
2006-06-01,174.100
2006-07-01,174.100
2006-08-01,175.500
2006-09-01,175.900
2006-10-01,176.700
2006-11-01,176.000
2006-12-01,177.200
2007-01-01,177.154
2007-02-01,177.908
2007-03-01,177.899
2007-04-01,178.311
2007-05-01,178.727
2007-06-01,178.071
2007-07-01,178.292
2007-08-01,177.955
2007-09-01,177.538
2007-10-01,177.604
2007-11-01,177.990
2007-12-01,178.475
2008-01-01,180.183
2008-02-01,181.199
2008-03-01,181.703
2008-04-01,182.252
2008-05-01,182.611
2008-06-01,183.607
2008-07-01,183.462
2008-08-01,184.343
2008-09-01,185.127
2008-10-01,185.641
2008-11-01,187.142
2008-12-01,187.310
2009-01-01,187.990
2009-02-01,188.192
2009-03-01,188.867
2009-04-01,189.237
2009-05-01,189.107
2009-06-01,189.891
2009-07-01,190.440
2009-08-01,190.227
2009-09-01,191.090
2009-10-01,191.135
2009-11-01,191.012
2009-12-01,191.333
2010-01-01,192.159
2010-02-01,191.744
2010-03-01,191.510
2010-04-01,191.513
2010-05-01,191.419
2010-06-01,192.689
2010-07-01,193.133
2010-08-01,193.345
2010-09-01,193.650
2010-10-01,193.861
2010-11-01,193.719
2010-12-01,194.006
2011-01-01,193.713
2011-02-01,193.971
2011-03-01,194.077
2011-04-01,193.892
2011-05-01,193.929
2011-06-01,193.486
2011-07-01,194.580
2011-08-01,194.850
2011-09-01,195.164
2011-10-01,195.830
2011-11-01,196.700
2011-12-01,196.266
2012-01-01,196.903
2012-02-01,197.890
2012-03-01,198.268
2012-04-01,198.837
2012-05-01,199.524
2012-06-01,200.961
2012-07-01,201.256
2012-08-01,202.529
2012-09-01,202.965
2012-10-01,203.687
2012-11-01,203.830
2012-12-01,204.831
2013-01-01,205.905
2013-02-01,206.108
2013-03-01,206.647
2013-04-01,208.138
2013-05-01,209.125
2013-06-01,210.232
2013-07-01,209.979
2013-08-01,210.789
2013-09-01,211.851
2013-10-01,213.101
2013-11-01,213.297
2013-12-01,213.645
2014-01-01,213.874
2014-02-01,214.756
2014-03-01,214.815
2014-04-01,215.838
2014-05-01,217.732
2014-06-01,219.009
2014-07-01,219.465
2014-08-01,219.813
2014-09-01,221.502
2014-10-01,221.527
2014-11-01,223.405
2014-12-01,224.652
2015-01-01,226.876
2015-02-01,227.375
2015-03-01,227.784
2015-04-01,229.020
2015-05-01,230.234
2015-06-01,231.640
2015-07-01,232.827
2015-08-01,234.455
2015-09-01,236.568
2015-10-01,238.585
2015-11-01,239.355
2015-12-01,239.289
2016-01-01,240.843
2016-02-01,241.388
2016-03-01,242.967
2016-04-01,243.361
2016-05-01,244.191
2016-06-01,245.179
2016-07-01,245.223
2016-08-01,245.520
2016-09-01,246.029
2016-10-01,248.634
2016-11-01,250.536
2016-12-01,251.085
2017-01-01,252.228
2017-02-01,251.077
2017-03-01,251.409
2017-04-01,251.535
2017-05-01,251.638
2017-06-01,251.871
2017-07-01,250.832
2017-08-01,253.249
2017-09-01,253.042
2017-10-01,254.157
2017-11-01,254.479
2017-12-01,254.786
2018-01-01,254.775
2018-02-01,255.000
2018-03-01,255.779
2018-04-01,256.814
2018-05-01,257.663
2018-06-01,258.371
2018-07-01,259.392
2018-08-01,259.775
2018-09-01,260.469
2018-10-01,261.540
2018-11-01,261.528
2018-12-01,259.017
2019-01-01,258.278
2019-02-01,258.411
2019-03-01,258.095
2019-04-01,259.746
2019-05-01,261.468
2019-06-01,263.156
2019-07-01,264.088
2019-08-01,264.746
2019-09-01,265.363
2019-10-01,264.805
2019-11-01,265.115
2019-12-01,265.311
2020-01-01,265.653
2020-02-01,267.301
2020-03-01,268.646
2020-04-01,268.517
2020-05-01,269.285
2020-06-01,269.180
2020-07-01,269.262
2020-08-01,269.235
2020-09-01,268.725
2020-10-01,269.307
2020-11-01,269.554
2020-12-01,270.346
2021-01-01,270.643
2021-02-01,270.111
2021-03-01,270.876
2021-04-01,270.503
2021-05-01,271.340
2021-06-01,271.444
2021-07-01,271.083
2021-08-01,271.352
2021-09-01,272.067
2021-10-01,272.817
2021-11-01,273.637
2021-12-01,275.028
2022-01-01,279.905
2022-02-01,280.079
2022-03-01,282.623
2022-04-01,284.275
2022-05-01,285.370
2022-06-01,285.944
2022-07-01,287.239
2022-08-01,289.977
2022-09-01,293.656
2022-10-01,294.716
2022-11-01,297.307
2022-12-01,300.010
2023-01-01,307.306
2023-02-01,307.774
2023-03-01,307.055
2023-04-01,310.224
2023-05-01,312.277
2023-06-01,313.804
2023-07-01,313.185
2023-08-01,315.789
2023-09-01,317.505
2023-10-01,318.654
2023-11-01,320.045
2023-12-01,322.062
2024-01-01,323.007
2024-02-01,322.082
2024-03-01,323.559
2024-04-01,324.692
2024-05-01,325.271
2024-06-01,325.660
2024-07-01,325.475
2024-08-01,326.435
2024-09-01,326.841
2024-10-01,326.483
2024-11-01,326.691
2024-12-01,326.168
2025-01-01,324.878
